id,filtered_words_str,features_str,label_index
R170,nature wide treatment practice necessary five teach her. teach many concern on. call history accept congress leave west. experts discuss ongoing developments technology breakthrough.,"(10000,[1020,1968,2227,2657,2836,2913,3611,3614,4280,4506,4687,5146,5188,5611,5974,5987,6543,7748,7979,8015,8522,8728,9462],[2.661258039595451,4.830311739964974,2.7200985396183848,3.577548771469606,3.7316994512968646,3.8187108282864943,4.42484663185681,0.6792718340663283,3.6516567436233283,0.691153161953081,0.691153161953081,3.8187108282864943,4.137164559405029,5.523458920524919,3.8187108282864943,5.117993812416755,5.523458920524919,5.117993812416755,3.914021008090819,4.137164559405029,9.660623479929948,4.019381523748645,0.691153161953081])",1.0
F110,structure surface nature state form like law. individual night smile. nation growth factor style. central say cause huge. — shocking claims celebrity scandal surface internet.,"(10000,[316,320,503,1808,2996,3330,3486,3500,3611,4014,4827,4921,5321,5621,5850,5862,6869,7281,7936,8338,8538,8614,8928,9561],[4.019381523748645,4.42484663185681,0.691153161953081,4.137164559405029,3.3262343431887,4.270695952029551,2.849310271098391,5.117993812416755,4.42484663185681,3.914021008090819,5.117993812416755,2.849310271098391,4.137164559405029,4.607168188650764,0.691153161953081,3.577548771469606,4.019381523748645,1.374354027146883,0.691153161953081,0.691153161953081,5.117993812416755,4.42484663185681,3.914021008090819,4.270695952029551])",0.0
F048,yard street everybody goal paper poor. data road course vote. thing sense improve end situation play. — shocking claims secret cure surface internet.,"(10000,[424,453,503,1695,2408,2561,2613,3136,3652,3684,3857,3892,4517,5089,5447,5725,5850,6747,6878,7281,7936,8338,8690],[3.8187108282864943,3.8187108282864943,0.691153161953081,4.42484663185681,4.137164559405029,4.019381523748645,5.117993812416755,4.270695952029551,4.019381523748645,4.137164559405029,4.270695952029551,2.5530444549552183,5.117993812416755,4.42484663185681,3.2208738275308737,4.019381523748645,0.691153161953081,2.5530444549552183,5.117993812416755,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F082,right law street. significant black all. — shocking claims hoax surface internet.,"(10000,[503,1535,1790,1948,3979,4377,5850,7281,7936,8338,8552,9372],[0.691153161953081,5.523458920524919,4.607168188650764,3.8187108282864943,4.607168188650764,2.60568818844064,0.691153161953081,0.6871770135734415,0.691153161953081,0.691153161953081,4.137164559405029,4.830311739964974])",0.0
F187,recognize onto question suggest man. tough hour care consider. station class lose open risk half choose. — shocking claims miracle drug surface internet.,"(10000,[503,527,1256,1780,2947,4007,4046,4319,4333,4422,5310,5447,5783,5850,6751,7281,7816,7860,7936,8171,8338,8415,8794],[0.691153161953081,4.42484663185681,3.125563647726549,4.137164559405029,4.137164559405029,3.914021008090819,5.523458920524919,3.8187108282864943,5.117993812416755,4.019381523748645,4.137164559405029,3.2208738275308737,4.270695952029551,0.691153161953081,4.830311739964974,0.6871770135734415,4.607168188650764,2.997730276216664,0.691153161953081,4.42484663185681,0.691153161953081,4.019381523748645,4.019381523748645])",0.0
F027,friend operation big although language agent air. receive interesting church. vote wear authority. — shocking claims miracle drug surface internet.,"(10000,[488,503,1256,1716,1918,2006,3048,3634,4617,5016,5850,5922,6581,7281,7779,7860,7936,8094,8338,9214],[4.270695952029551,0.691153161953081,3.125563647726549,4.270695952029551,5.523458920524919,4.607168188650764,4.137164559405029,4.137164559405029,4.42484663185681,3.8187108282864943,0.691153161953081,4.137164559405029,4.137164559405029,0.6871770135734415,3.8187108282864943,2.997730276216664,0.691153161953081,4.270695952029551,0.691153161953081,3.7316994512968646])",0.0
F202,big hotel year meet able. practice everyone argue someone still. type science that. price lead person part wall line. — shocking claims hoax surface internet.,"(10000,[503,1649,1738,2115,2663,3048,3249,3363,3526,3671,3730,4280,4377,5356,5850,6404,6508,7281,7936,8338,8730,8740,8893,8899,9940],[0.691153161953081,5.117993812416755,5.523458920524919,4.830311739964974,3.914021008090819,4.137164559405029,3.6516567436233283,4.42484663185681,4.270695952029551,4.137164559405029,4.607168188650764,3.6516567436233283,2.60568818844064,4.42484663185681,0.691153161953081,4.019381523748645,5.523458920524919,0.6871770135734415,0.691153161953081,0.691153161953081,4.42484663185681,4.019381523748645,3.914021008090819,3.8187108282864943,4.270695952029551])",0.0
F197,consider subject accept deep. seat eight son require sea finish worry yet. — shocking claims secret cure surface internet.,"(10000,[47,209,312,503,1982,2657,3882,3892,5850,6578,6747,7281,7936,8338,8343,8449,8482,8655,9617],[4.607168188650764,3.8187108282864943,4.019381523748645,0.691153161953081,5.117993812416755,3.577548771469606,4.607168188650764,2.5530444549552183,0.691153161953081,3.8187108282864943,2.5530444549552183,0.6871770135734415,0.691153161953081,0.691153161953081,4.607168188650764,4.607168188650764,4.270695952029551,4.607168188650764,4.270695952029551])",0.0
R128,military light group mission. day sea window different. song sound still raise always matter off. experts discuss ongoing developments climate change.,"(10000,[821,1720,2059,2402,2403,3409,3527,3614,3712,4489,4506,4687,5877,6166,7350,7766,9011,9078,9133,9462,9617],[2.849310271098391,4.607168188650764,2.6902455764687034,4.607168188650764,4.607168188650764,5.117993812416755,4.42484663185681,0.6792718340663283,4.137164559405029,5.117993812416755,0.691153161953081,0.691153161953081,4.42484663185681,4.270695952029551,4.42484663185681,4.270695952029551,4.019381523748645,4.830311739964974,4.830311739964974,0.691153161953081,4.270695952029551])",1.0
F157,carry box continue generation interest. — shocking claims government cover-up surface internet.,"(10000,[454,503,743,1511,2259,5850,6963,7281,7922,7936,8338,9813],[3.172083663361442,0.691153161953081,4.270695952029551,5.523458920524919,2.8154087194227095,0.691153161953081,4.607168188650764,0.6871770135734415,4.607168188650764,0.691153161953081,0.691153161953081,2.997730276216664])",0.0
F117,man task remember similar seven new floor and. air onto scientist fire herself. seem full change bring in. — shocking claims hoax surface internet.,"(10000,[88,387,503,585,1936,2086,2238,2569,2588,3057,4319,4377,5191,5685,5850,6226,7046,7281,7850,7936,8338,8451,8897],[4.019381523748645,4.137164559405029,0.691153161953081,3.5085558999826545,4.830311739964974,4.830311739964974,5.117993812416755,3.577548771469606,4.607168188650764,3.6516567436233283,7.637421656572989,2.60568818844064,3.8187108282864943,4.019381523748645,0.691153161953081,4.42484663185681,4.830311739964974,0.6871770135734415,4.019381523748645,0.691153161953081,0.691153161953081,4.607168188650764,3.8187108282864943])",0.0
F173,quickly cause pass. white ability behind other. loss bill describe tough sell. — shocking claims secret cure surface internet.,"(10000,[316,503,1310,3391,3681,3892,4346,5329,5447,5843,5850,6747,7085,7281,7936,8135,8171,8338,9231],[4.019381523748645,0.691153161953081,5.523458920524919,4.830311739964974,3.914021008090819,2.5530444549552183,3.914021008090819,4.137164559405029,3.2208738275308737,4.830311739964974,0.691153161953081,2.5530444549552183,3.8187108282864943,0.6871770135734415,0.691153161953081,4.137164559405029,4.42484663185681,0.691153161953081,4.607168188650764])",0.0
F024,common early song peace success civil series. chance cultural window test baby citizen whatever. — shocking claims aliens surface internet.,"(10000,[8,346,503,593,650,1348,1553,2403,4092,5850,6332,6586,6697,7281,7350,7936,8338,8667,9233,9828],[4.270695952029551,4.270695952029551,0.691153161953081,5.117993812416755,2.958509563063383,4.019381523748645,5.117993812416755,4.607168188650764,4.137164559405029,0.691153161953081,4.830311739964974,4.137164559405029,4.607168188650764,0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,4.830311739964974,4.137164559405029,4.607168188650764])",0.0
F096,tough work already. full girl hundred laugh. heart light various fish. — shocking claims celebrity scandal surface internet.,"(10000,[503,1029,1720,3471,3486,3673,4921,5175,5447,5850,6647,7281,7936,8338,8897,9181,9527,9808],[0.691153161953081,3.914021008090819,4.607168188650764,5.523458920524919,2.849310271098391,5.117993812416755,2.849310271098391,3.914021008090819,3.2208738275308737,0.691153161953081,4.270695952029551,0.6871770135734415,0.691153161953081,0.691153161953081,3.8187108282864943,4.607168188650764,4.270695952029551,4.137164559405029])",0.0
R247,low fire whole sure case however. article real five drop federal. former trial build present professor manager. experts discuss ongoing developments public health.,"(10000,[627,1702,1770,1821,2543,2782,3014,3410,3614,4160,4506,4687,5191,5974,6219,6342,7161,8130,8411,8577,9261,9462,9691],[4.830311739964974,4.607168188650764,3.125563647726549,4.270695952029551,3.2208738275308737,4.830311739964974,4.270695952029551,3.914021008090819,0.6792718340663283,4.42484663185681,0.691153161953081,0.691153161953081,3.8187108282864943,3.8187108282864943,3.0385522707369192,4.137164559405029,5.117993812416755,4.270695952029551,3.577548771469606,4.137164559405029,5.117993812416755,0.691153161953081,4.830311739964974])",1.0
F226,notice third consider deep federal. line class somebody sport. country ever control say her. another college wife carry floor. — shocking claims government cover-up surface internet.,"(10000,[312,454,503,1182,1208,1525,1762,2111,2259,2782,2920,3021,3089,4007,5594,5850,5862,7281,7748,7870,7936,8057,8166,8338,8771,9813],[4.019381523748645,3.172083663361442,0.691153161953081,4.830311739964974,2.661258039595451,4.42484663185681,4.270695952029551,5.117993812416755,2.8154087194227095,4.830311739964974,4.607168188650764,4.270695952029551,4.270695952029551,3.914021008090819,4.270695952029551,0.691153161953081,3.577548771469606,0.6871770135734415,5.117993812416755,4.270695952029551,0.691153161953081,4.137164559405029,4.019381523748645,0.691153161953081,4.019381523748645,2.997730276216664])",0.0
F100,particular purpose husband speech. without worker debate computer small. — shocking claims flat earth surface internet.,"(10000,[503,1180,2676,2918,3445,4043,5850,7208,7281,7936,8089,8151,8276,8338,8984,9676],[0.691153161953081,5.117993812416755,4.137164559405029,3.0385522707369192,5.523458920524919,3.8187108282864943,0.691153161953081,4.42484663185681,0.6871770135734415,0.691153161953081,4.42484663185681,4.137164559405029,4.607168188650764,0.691153161953081,4.137164559405029,3.0385522707369192])",0.0
F246,firm training kind. almost choice animal response other. tough positive bad policy quite. — shocking claims government cover-up surface internet.,"(10000,[1,503,2259,2445,2784,4142,5447,5850,6053,7281,7360,7538,7936,7956,8338,8566,8878,8894,9231,9813],[4.270695952029551,0.691153161953081,2.8154087194227095,4.270695952029551,5.523458920524919,4.830311739964974,3.2208738275308737,0.691153161953081,3.577548771469606,0.6871770135734415,4.42484663185681,4.137164559405029,0.691153161953081,5.523458920524919,0.691153161953081,4.270695952029551,5.523458920524919,4.137164559405029,4.607168188650764,2.997730276216664])",0.0
F183,truth recently anything ball likely keep. power enjoy politics nothing federal. likely officer organization beautiful feeling represent. — shocking claims aliens surface internet.,"(10000,[309,503,613,650,696,1273,1364,1805,2034,2069,2114,2782,3056,3538,4292,5850,5887,7281,7492,7936,8338,9767],[7.3033134872466565,0.691153161953081,4.019381523748645,2.958509563063383,4.137164559405029,3.3262343431887,4.830311739964974,3.8187108282864943,4.019381523748645,4.137164559405029,4.607168188650764,4.830311739964974,4.607168188650764,5.523458920524919,4.270695952029551,0.691153161953081,3.6516567436233283,0.6871770135734415,4.137164559405029,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
R063,body quite language enough weight. task thus figure discussion. investment purpose another son detail. experts discuss ongoing developments policy.,"(10000,[209,288,841,1562,1716,2336,3614,4079,4110,4506,4687,4748,5684,6056,6944,8089,8166,8451,9462],[3.8187108282864943,5.117993812416755,3.8187108282864943,4.607168188650764,4.270695952029551,4.137164559405029,0.6792718340663283,5.117993812416755,4.830311739964974,0.691153161953081,0.691153161953081,4.019381523748645,4.137164559405029,4.019381523748645,2.8154087194227095,4.42484663185681,4.019381523748645,4.607168188650764,0.691153161953081])",1.0
R005,commercial enjoy agreement physical rise choice. save according break wall behavior. teach wait worker save believe official line. experts discuss ongoing developments election.,"(10000,[533,668,779,1805,2115,2676,3556,3614,4506,4520,4687,4816,5477,6404,6443,6988,7564,8413,8485,8522,8649,9462],[4.019381523748645,4.019381523748645,4.830311739964974,3.8187108282864943,4.830311739964974,4.137164559405029,2.8844015909096608,0.6792718340663283,0.691153161953081,8.03876304749729,0.691153161953081,3.7316994512968646,4.270695952029551,4.019381523748645,3.383392757028649,4.607168188650764,4.830311739964974,3.4440173788450834,4.270695952029551,4.830311739964974,4.019381523748645,0.691153161953081])",1.0
R084,campaign financial marriage method image low. agency get owner performance view good. affect discussion history. seem newspaper little response. experts discuss ongoing developments election.,"(10000,[765,1590,1868,2588,3079,3238,3556,3614,4506,4687,5303,5315,6015,6053,6055,6229,6675,7293,7407,7424,8546,9351,9426,9462],[3.914021008090819,3.5085558999826545,5.523458920524919,4.607168188650764,3.914021008090819,4.270695952029551,2.8844015909096608,0.6792718340663283,0.691153161953081,0.691153161953081,3.8187108282864943,4.137164559405029,4.607168188650764,3.577548771469606,4.830311739964974,4.42484663185681,4.019381523748645,4.607168188650764,4.830311739964974,5.523458920524919,5.523458920524919,4.607168188650764,4.607168188650764,0.691153161953081])",1.0
R124,whether result special fund upon. decade language fish player already. home play fact appear. experts discuss ongoing developments education.,"(10000,[399,1055,1376,1716,1952,2173,3365,3406,3614,4506,4638,4687,5047,5087,6030,6604,7215,9181,9462],[4.019381523748645,4.019381523748645,4.019381523748645,4.270695952029551,4.830311739964974,4.270695952029551,5.117993812416755,4.270695952029551,0.6792718340663283,0.691153161953081,3.8187108282864943,0.691153161953081,2.6902455764687034,4.830311739964974,4.270695952029551,4.42484663185681,4.137164559405029,4.607168188650764,0.691153161953081])",1.0
R118,senior need available rate way knowledge. mind table like people rock information series. experts discuss ongoing developments research.,"(10000,[253,574,2475,3184,3330,3614,3931,4144,4263,4506,4687,6537,6805,7066,8190,8667,9391,9462],[4.607168188650764,4.019381523748645,3.8187108282864943,2.920769235080536,4.270695952029551,0.6792718340663283,3.8187108282864943,4.137164559405029,3.6516567436233283,0.691153161953081,0.691153161953081,4.607168188650764,5.117993812416755,2.8844015909096608,4.830311739964974,4.830311739964974,4.019381523748645,0.691153161953081])",1.0
F001,capital officer network fill area off. couple blue official operation. — shocking claims aliens surface internet.,"(10000,[503,650,696,5649,5768,5850,5887,6541,7281,7702,7936,8338,8485,9078,9152,9727],[0.691153161953081,2.958509563063383,4.137164559405029,4.270695952029551,4.137164559405029,0.691153161953081,3.6516567436233283,3.914021008090819,0.6871770135734415,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974,4.019381523748645,4.137164559405029])",0.0
F007,stuff wide behind professional. fund might very. blue better create art laugh ten. — shocking claims immortal jellyfish surface internet.,"(10000,[503,1404,2066,2543,2836,3924,4346,4638,5768,5850,6466,7098,7281,7691,7722,7854,7936,8338,9415,9876],[0.691153161953081,4.830311739964974,2.7508701982851385,3.2208738275308737,3.7316994512968646,3.383392757028649,3.914021008090819,3.8187108282864943,4.137164559405029,0.691153161953081,5.523458920524919,4.42484663185681,0.6871770135734415,5.523458920524919,4.270695952029551,4.42484663185681,0.691153161953081,0.691153161953081,4.830311739964974,2.7508701982851385])",0.0
F046,particularly machine generation scene partner development. claim radio alone blue because. — shocking claims mind control surface internet.,"(10000,[116,503,913,1208,2492,3184,5768,5844,5850,6443,6793,6963,7281,7936,8040,8338,8937,9086],[3.577548771469606,0.691153161953081,4.830311739964974,2.661258039595451,3.7316994512968646,2.920769235080536,4.137164559405029,4.42484663185681,0.691153161953081,3.383392757028649,5.523458920524919,4.607168188650764,0.6871770135734415,0.691153161953081,3.914021008090819,0.691153161953081,4.137164559405029,4.607168188650764])",0.0
R103,usually attorney success sell election carry. two deal available certain serve. turn race run total another church. experts discuss ongoing developments research.,"(10000,[132,266,454,1433,2475,2990,3614,3881,3886,4485,4506,4687,4728,4853,6279,7066,7160,8094,8166,9288,9462,9828],[5.117993812416755,4.019381523748645,3.172083663361442,3.914021008090819,3.8187108282864943,3.914021008090819,0.6792718340663283,5.117993812416755,4.607168188650764,4.270695952029551,0.691153161953081,0.691153161953081,3.6516567436233283,4.607168188650764,4.830311739964974,2.8844015909096608,5.117993812416755,4.270695952029551,4.019381523748645,4.607168188650764,0.691153161953081,4.607168188650764])",1.0
R037,fund school support anyone middle think. likely budget every offer. experts discuss ongoing developments budget report.,"(10000,[309,666,1948,2679,3331,3614,4506,4638,4687,4991,5432,8217,9462,9681,9878],[3.6516567436233283,4.607168188650764,3.8187108282864943,4.019381523748645,4.830311739964974,0.6792718340663283,0.691153161953081,3.8187108282864943,0.691153161953081,5.006068068761114,2.7508701982851385,4.42484663185681,0.691153161953081,4.019381523748645,4.137164559405029])",1.0
F193,bill everyone including wall way. compare strategy live fact. — shocking claims secret cure surface internet.,"(10000,[493,503,2291,3892,4639,5850,6404,6747,7281,7334,7936,8135,8338,8893,9192,9246],[4.42484663185681,0.691153161953081,4.607168188650764,2.5530444549552183,4.830311739964974,0.691153161953081,4.019381523748645,2.5530444549552183,0.6871770135734415,4.137164559405029,0.691153161953081,4.137164559405029,0.691153161953081,3.914021008090819,5.117993812416755,4.137164559405029])",0.0
R166,possible third north run. experts discuss ongoing developments election.,"(10000,[1778,3556,3614,4506,4687,6100,7912,8771,9462],[4.830311739964974,2.8844015909096608,0.6792718340663283,0.691153161953081,0.691153161953081,4.270695952029551,5.523458920524919,4.019381523748645,0.691153161953081])",1.0
F017,machine less song. talk simple enjoy page fact. — shocking claims immortal jellyfish surface internet.,"(10000,[503,1195,1805,2066,2827,2913,5850,6934,7281,7936,8040,8338,8925,9192,9876],[0.691153161953081,4.019381523748645,3.8187108282864943,2.7508701982851385,3.7316994512968646,3.8187108282864943,0.691153161953081,5.523458920524919,0.6871770135734415,0.691153161953081,3.914021008090819,0.691153161953081,4.019381523748645,5.117993812416755,2.7508701982851385])",0.0
R008,control professional star weight authority husband especially. nearly organization land side. speak six employee take message usually clearly. experts discuss ongoing developments economic growth.,"(10000,[855,1176,1208,1364,1770,1985,2155,2715,2866,2990,3614,3924,4506,4687,4732,5170,5401,6548,7148,7208,8004,9034,9144,9462],[4.270695952029551,4.270695952029551,2.661258039595451,4.830311739964974,3.125563647726549,5.117993812416755,4.019381523748645,4.270695952029551,4.42484663185681,3.914021008090819,0.6792718340663283,3.383392757028649,0.691153161953081,0.691153161953081,4.830311739964974,4.607168188650764,3.914021008090819,4.137164559405029,4.137164559405029,4.42484663185681,4.137164559405029,2.920769235080536,2.7508701982851385,0.691153161953081])",1.0
F071,fly great act lose industry work for. movie yeah pass want watch coach cold. — shocking claims celebrity scandal surface internet.,"(10000,[503,750,1439,1630,2708,3010,3249,3486,3514,4241,4422,4921,5850,5944,6928,7281,7712,7936,8338,8392,9527],[0.691153161953081,4.137164559405029,4.42484663185681,5.523458920524919,3.6516567436233283,4.830311739964974,3.6516567436233283,2.849310271098391,4.270695952029551,4.830311739964974,4.019381523748645,2.849310271098391,0.691153161953081,4.42484663185681,4.137164559405029,0.6871770135734415,4.607168188650764,0.691153161953081,0.691153161953081,4.42484663185681,4.270695952029551])",0.0
F028,member nearly market reality same. forget house school hotel fall. school realize character rather good various job we. — shocking claims mind control surface internet.,"(10000,[474,503,557,680,1208,1582,2412,2657,2663,2679,2837,2866,3184,3488,4867,5836,5850,6168,6647,6790,7146,7281,7936,8338],[4.830311739964974,0.691153161953081,4.137164559405029,4.019381523748645,2.661258039595451,4.270695952029551,5.523458920524919,3.577548771469606,3.914021008090819,8.03876304749729,4.270695952029551,4.42484663185681,2.920769235080536,5.117993812416755,3.914021008090819,4.137164559405029,0.691153161953081,4.607168188650764,4.270695952029551,4.137164559405029,4.830311739964974,0.6871770135734415,0.691153161953081,0.691153161953081])",0.0
F227,month data involve political pattern address. first church prevent property perhaps budget. — shocking claims immortal jellyfish surface internet.,"(10000,[503,617,1222,1259,1273,1695,2066,2733,3252,3935,5741,5850,6271,6403,7281,7936,8338,9876],[0.691153161953081,4.830311739964974,5.117993812416755,7.637421656572989,3.3262343431887,4.42484663185681,2.7508701982851385,4.019381523748645,4.137164559405029,3.6516567436233283,4.270695952029551,0.691153161953081,4.270695952029551,4.137164559405029,0.6871770135734415,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
R200,degree subject others dream. sit rather which. experts discuss ongoing developments public health.,"(10000,[1770,2430,2837,3614,4506,4687,6219,6315,6940,6946,8655,9462,9943],[3.125563647726549,5.523458920524919,4.270695952029551,0.6792718340663283,0.691153161953081,0.691153161953081,3.0385522707369192,5.117993812416755,3.4440173788450834,3.7316994512968646,4.607168188650764,0.691153161953081,5.117993812416755])",1.0
R225,process resource draw forward sell lead chair. one along woman. almost never enough question chance. experts discuss ongoing developments climate change.,"(10000,[281,815,821,1278,1584,1670,2059,2840,2947,3614,4485,4506,4687,4748,5356,8040,8167,8411,8566,9462,9944],[4.830311739964974,4.019381523748645,2.849310271098391,5.523458920524919,5.117993812416755,4.42484663185681,2.6902455764687034,3.6516567436233283,4.137164559405029,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,4.019381523748645,4.42484663185681,3.914021008090819,4.019381523748645,3.577548771469606,4.270695952029551,0.691153161953081,5.523458920524919])",1.0
R062,nice along try heavy agree. fire together piece. foreign fund boy finally treat quickly. experts discuss ongoing developments budget report.,"(10000,[157,1817,2840,3370,3614,3818,4506,4638,4687,4693,4991,5191,5432,6206,6521,8312,8750,8949,9462,9784],[4.137164559405029,4.607168188650764,3.6516567436233283,4.137164559405029,0.6792718340663283,4.830311739964974,0.691153161953081,3.8187108282864943,0.691153161953081,4.607168188650764,2.503034034380557,3.8187108282864943,2.7508701982851385,3.7316994512968646,5.117993812416755,4.830311739964974,4.270695952029551,4.42484663185681,0.691153161953081,4.270695952029551])",1.0
F033,everybody education give memory. republican effort news simply card turn film money. — shocking claims hoax surface internet.,"(10000,[25,503,1642,2144,2433,2561,3783,3886,4377,4616,5003,5530,5726,5850,6079,7281,7936,8338],[5.523458920524919,0.691153161953081,4.137164559405029,4.019381523748645,4.137164559405029,4.019381523748645,4.270695952029551,4.607168188650764,2.60568818844064,4.137164559405029,3.914021008090819,4.019381523748645,4.42484663185681,0.691153161953081,5.523458920524919,0.6871770135734415,0.691153161953081,0.691153161953081])",0.0
