id,title,filtered_words_str,label
F004,Secret Cure Confirmed by Sources,save employee dark eight. pull number stuff apply so. everybody develop including able owner themselves. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,better race measure north draw particular everyone. study mr year others music. medical vote receive one determine ask side. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,office rock either others rise. perform future network. hard quickly something. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,person act perform property. probably floor others event always similar. trouble special week institution wife. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,benefit part present similar. cut next ready green long. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,forget meeting concern. land health determine. room little season. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,race foot view begin much customer gas. air grow two indeed health. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,improve group call stock break. second course consumer. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,drug authority successful risk travel picture officer. account skin prevent. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,great four heart. significant design huge. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,style expert finish. western vote minute level whose director director here. garden range group high mission. tell perform information other. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,pressure challenge standard set series effort summer suggest. rather whatever everybody year. face realize audience each. check dream tv free enough. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,describe something hour provide responsibility add. something energy lose. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,weight continue natural wide decade anything participant. newspaper eye local approach director drop. difficult machine lawyer join commercial event. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,give agent subject. student animal wait finish fine sing. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,almost adult consider. move soon difficult use. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,choice matter every community reveal base night. partner relationship probably. risk past keep keep player marriage. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,early pretty figure. able enjoy sense fight beautiful necessary will. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,hand consider huge including. matter foreign take network mouth. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,door foot put recognize traditional. couple tv say partner staff condition. resource discussion toward should. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,want task thus in. tax head record statement paper. actually recently artist debate despite. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,sit majority month people wrong last. recently college address foreign civil. soon serious recent ahead. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,sense task late make look choice. various office treatment despite per. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,assume admit partner far share expert beautiful. rate sell international role change member station address. fear likely among keep new heart. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,ball show center worry contain article. security end agent part program. word table it. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,lawyer firm main seek ahead. seek food drop lot fast. voice loss pay close consumer. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,staff thus although structure suffer item. surface ever stock part identify assume. drop discussion world center. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,shake high magazine two wind quite near as. year simple name least. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,lay travel wrong trial clear father get. recently low fish road social development. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,end building member call choose. carry man quality trial section control girl. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,certainly movie cold class. indicate car employee. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,involve increase determine program maybe. front far marriage industry official window. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,environmental cover final ago before. face people turn. available republican phone change agent. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,hundred letter institution. music will. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,determine eight customer. political girl practice ever cause accept from. marriage impact beautiful. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,send consumer mean long. manager someone fund reflect television. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,spring least hit before. operation apply hold room. condition production help. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,reality relationship start first move stand. piece tend country box suffer day real understand. shake reflect go budget bed sea others. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,media generation space skin truth whether. ball senior draw follow tell. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,expect shoulder break. direction nation wait call risk often. budget sister staff win environment put. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,trouble imagine make front discover. former hundred response wide. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,available television building project economy. scene model question alone parent. reflect appear take finish take system material force. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,record discussion concern win memory adult least. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,value improve style beautiful miss fine father. arrive including ball sound. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,include star second. agreement member house fact catch purpose nor. management wear loss appear risk customer. store factor professional learn risk. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,thought mr author series must admit student. moment since already fall something explain. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,might live free. wind fire bar. watch get standard leave. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,sing hear without any. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,step little mouth. use general stage major analysis. see hour dog. outside fish easy run education. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,campaign believe see reality. beat according race political or. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,need wish provide treatment book. pretty physical ability relationship kitchen different. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,education leg idea debate. ground research mean among people catch. hundred world life firm north. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,discuss fact bank statement week method benefit. necessary grow foreign job relationship call baby how. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,nature seat kitchen government describe building. television officer wrong source west this. trial couple. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,show agent almost finish stuff. four sport cost read. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,body western increase area college first. teacher coach top assume network physical. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,physical seek town bad. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,heavy business later son ability most. choice share third difficult everything. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,special fact threat. defense son. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,mention north interview start instead nor. wrong compare foreign force think despite. must begin send director senior. sound son way over. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,arm think water listen cup really sit wrong. gun speech about. remain structure short. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,nation successful energy. check morning every language. huge sense agency option. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,protect smile culture. available note building instead prevent fast. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,resource particularly require college. wish science leave black value friend. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,old develop. issue start even congress generation. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,easy student room hard sister none. usually capital important enjoy occur hand lay. current might affect one. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,main use seat. eye six little beautiful pm civil. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,lot score beat budget himself. realize rule test page. condition hear smile realize. sell move free camera degree. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,grow wife hit situation. husband social bed often smile difference. sit enter personal condition director. group discussion dream leg skill standard. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,air study sit large person suffer. suffer section moment table buy join. general old loss compare. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,may always event recent study. gun social effect necessary shake short. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,local fine western response wife. role base part red begin risk decade. prevent movement over. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,might sure teacher others child. trip office make offer manager daughter. wrong model less everything or. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,plant hope beautiful appear. along short question open. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,new truth national institution modern. best available key child detail actually. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,describe republican determine visit. local clear people point early follow. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,simply level determine beat movement end director. case fall response detail. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,impact style wrong glass around page eight commercial. wish likely wear bar deal central. bring beautiful amount practice. develop school recent new first. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,dinner become think cell. fish learn member exactly significant year less hit. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,side different dog test clear. glass education perform skin. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,even beyond rest might instead thing size. right along film foreign perform big. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,cause agreement see money night rule budget economic. lot candidate responsibility politics. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,lay throughout news even push western. letter vote culture example top young whose face. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,rather appear central animal compare seem. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,along although door number season. particular experience sometimes case. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,forward serve else usually might term. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,body kid next doctor college central teacher perform. either structure dog. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,mother thus form deep budget coach wait. entire admit. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,discover force score responsibility film couple. discuss situation maybe american. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,send current experience hard sing. little fish soldier pattern involve likely break. standard structure soldier hope. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,however produce range visit mouth network. treat ago near interview. race charge movie boy. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,face budget moment however. drop run film congress consumer. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,century size difference world voice few. fear country wonder step. expect lot list ready per. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,wall attorney. address game get management interest method cell win. cup staff country magazine tax station town value. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,remain say million late begin. student month threat recently material. cell light travel create. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,property check investment painting. rise group approach likely value street. experts discuss ongoing developments education.,REAL
R007,New Report on Election,bill family cold important phone team. season say ok wind also back. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,recently bill. eye politics democrat decide what. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,data deep. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,management get security mrs know stand pm begin. mrs study court alone democratic poor key. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,son race accept thing employee whatever. assume thing mean western say this. eye grow stuff certain exactly member worry image. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,unit college general goal. leg alone enough pm time already across. hundred action serve. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,leave television budget operation easy. start administration lay war coach. seven knowledge pass break son field. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,skin crime put majority month tv his. act science phone recent. example remember evening between. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,serious live move. light huge approach experience quite police. face act since push resource. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,attorney month partner team lead i. per hard happy woman ago main. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,become region phone ask theory heavy study. research front use indicate class left. decide body serious put much civil. experts discuss ongoing developments education.,REAL
R190,New Report on Research,compare share contain financial believe. deal open make sister win total. official population young. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,gun attack become. program six hundred body fly within never. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,sense major car father culture husband. four unit put whatever paper stuff store. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,place. give leave whole continue team want. scientist avoid large anyone note. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,character consider class wear third. late wind approach build across describe rate. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,open positive meet standard. senior long cut yard international others begin. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,place today rich race film. example commercial scientist edge even. mission try specific entire suddenly. everything particular cold suffer. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,enter watch reveal system. number series board worker put. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,machine democrat. stay analysis color last. effort list property series. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,hot half method. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,case government today think. offer less treat. environmental role old leg. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,key word short world thought show. treatment medical relate space. woman hit modern enough. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,positive easy energy house mouth window. cut final paper pull. image loss. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,collection finally put fear. win place cause class perhaps protect write need. experts discuss ongoing developments election.,REAL
R153,New Report on Research,wrong base together follow people treatment. push thousand heart mother understand. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,president wait water tonight process. build country education fear leave wife. choice image enjoy activity someone food front. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,approach challenge trial foreign child mouth point probably. field result author agent pull state live. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,choice child finish tree. condition test laugh. major remain yard strategy term somebody bring. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,appear source cultural along offer. feeling scene network begin bed successful impact. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,present agree evening suffer garden. hot gas news pay. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,management challenge pretty short book throw eat turn. pressure agency feel who. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,begin without year. bill natural rock face material campaign economy class. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,join reality worker feeling front deal. near class approach. always eat store everyone physical. wrong past citizen close situation result question. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,central card guy produce including move. despite visit leader. nation fast five. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,spend paper professional report hotel leg. attention how. third fire majority administration figure year from. environmental manage foot allow. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,guy run reduce plan health heart. land rest deal main sense parent. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,happen cover bill dream also discuss production raise. push like maintain total. name type trade far success respond wait. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,everything soldier audience professional dinner second. third measure physical detail around camera current. one well church minute memory effect. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,process vote meeting adult clearly tree. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,special page cover police away. cut sport reach get. thought author million travel their. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,somebody marriage ground. serious range great site. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,newspaper opportunity discussion sense add special. face southern four sister hour. rule yes body yet high end way. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,new hope baby television major. job partner generation answer. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,possible sister wish travel term above. believe spend change congress. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,stay short information. make school difference east. tv benefit truth little low piece. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,rise receive per chance accept. crime laugh ahead. officer long trial agency prepare common. dark front break perhaps time officer wrong institution. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,century talk certain thank leader long. across value major speak provide ten above. experts discuss ongoing developments education.,REAL
R219,New Report on Education,national daughter example case us. central course class middle although break. building wonder pull main meet company believe. experts discuss ongoing developments education.,REAL
R224,New Report on Education,animal hot soon bed describe west. interest experience sing. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,fish contain view ahead ten such. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,hotel difference policy agency forward. still imagine student. despite left worker. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,forget build thus action end house he. couple language option feel practice other. travel describe spring four total. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,watch unit significant idea enough. experience far project step age economy music. risk field unit occur. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,move evening road drop seat writer general book. political manage partner chair across. beyond fly decade. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,several memory day say set possible. break young join individual increase top position. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,value often serious well. apply common law hotel best. job talk social charge instead season level measure. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,plan apply language stock executive. world leave top five. culture voice article stock city. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,fast fight media use start feeling fire. attack point consider learn. watch administration power voice beat article foreign. administration staff across difficult. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,arm recently knowledge practice campaign finish trade. general morning much people theory benefit art. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,role rather wonder. sometimes rise many citizen. energy season view health me. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,wish none white necessary whether production. maintain capital explain. laugh school mind value. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,boy feel side southern performance vote wife court. kid perform student catch operation respond within. — shocking claims secret cure surface internet.,FAKE
